Age_in_years,Age_in_months,Body_length,Weight,Owner_play_time_minutes,Sleep_time_hours,Breed_maine coon,Breed_nan,Breed_ragdoll,Gender_male,Gender_nan,Neutered_or_spayed_nan,Neutered_or_spayed_true,Fur_colour_dominant_brown/chocolate,Fur_colour_dominant_lilac,Fur_colour_dominant_nan,Fur_colour_dominant_red/cream,Fur_colour_dominant_seal,Fur_colour_dominant_white,Fur_pattern_colorpoint,Fur_pattern_dirty,Fur_pattern_mitted,Fur_pattern_nan,Fur_pattern_solid,Fur_pattern_tabby,Fur_pattern_tortie,Eye_colour_blue,Eye_colour_green,Eye_colour_nan,Eye_colour_yellow,Allowed_outdoor_nan,Allowed_outdoor_true,Preferred_food_dry,Preferred_food_nan,Preferred_food_wet,Country_france,Country_germany,Country_my country,Country_nan,Country_uk,Country_usa,Country_where i live,Country_with me
-1.8380295002422267,-1.8508095953060388,-2.097228728006523,-1.8037152719401215,2.15320704534155,0.07626781086189616,-0.508571073354389,-0.3353646338730602,-0.8505791253521618,-0.9075501609217962,-0.25607375986579195,-0.24112141108520604,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,-0.3669650414492984,-0.678729811709616,1.647508942095828,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,-0.23073955174772434,1.2917514083134436,-0.2773500981126145,-0.19090958396133909,0.9095654110330884,-0.41554832735932656,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-1.8067966159324493,-1.8183141924172004,-2.097228728006523,-1.5276404282006528,2.337683664581847,0.07626781086189616,-0.508571073354389,-0.3353646338730602,-0.8505791253521618,1.101867470316244,-0.25607375986579195,-0.24112141108520604,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,-0.3669650414492984,-0.678729811709616,1.647508942095828,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,-0.23073955174772434,1.2917514083134436,-0.2773500981126145,-0.19090958396133909,0.9095654110330884,-0.41554832735932656,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-1.7404267367741726,-0.031067033531087286,-2.0020142926400326,-1.361995521956972,1.6920154972408086,-1.8954284358519036,-0.508571073354389,-0.3353646338730602,-0.8505791253521618,-0.9075501609217962,3.905124837953327,-0.24112141108520604,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,-0.3669650414492984,1.4733403229794104,-0.6069769786668839,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,-0.23073955174772434,1.2917514083134436,-0.2773500981126145,-0.19090958396133909,-1.0994261521710633,2.4064589703793833,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-1.7404267367741726,-0.031067033531087286,-1.906799857273542,-1.2515655844611844,0.1239642336982873,-3.0784461838801835,-0.508571073354389,-0.3353646338730602,-0.8505791253521618,-0.9075501609217962,3.905124837953327,-0.24112141108520604,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,-0.3669650414492984,-0.678729811709616,1.647508942095828,-0.7471406682025761,10.618380290797647,-0.105409255338946,-0.23073955174772434,-0.7741427596395154,-0.2773500981126145,-0.19090958396133909,0.9095654110330884,-0.41554832735932656,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-1.7404267367741726,-0.031067033531087286,-1.906799857273542,-1.2515655844611844,2.6143985934422918,-2.2897676851946636,-0.508571073354389,-0.3353646338730602,-0.8505791253521618,-0.9075501609217962,3.905124837953327,4.147288270665544,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,2.7250552152068273,-0.678729811709616,-0.6069769786668839,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,-0.23073955174772434,-0.7741427596395154,3.605551275463989,-0.19090958396133909,-1.0994261521710633,2.4064589703793833,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-1.7404267367741726,-1.7533233866395235,-1.906799857273542,-1.2515655844611844,0.6773940914191772,4.808338802975015,-0.508571073354389,2.981829027262644,-0.8505791253521618,-0.9075501609217962,-0.25607375986579195,-0.24112141108520604,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,-0.3669650414492984,-0.678729811709616,1.647508942095828,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,-0.23073955174772434,1.2917514083134436,-0.2773500981126145,-0.19090958396133909,-1.0994261521710633,-0.41554832735932656,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,-1.4621665549733924,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-1.7091938524643953,-0.031067033531087286,-1.8115854219070515,-1.2515655844611844,2.2454453549616984,-2.6841069345374233,-0.508571073354389,-0.3353646338730602,-0.8505791253521618,-0.9075501609217962,3.905124837953327,4.147288270665544,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,-0.3669650414492984,-0.678729811709616,1.647508942095828,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,-0.23073955174772434,1.2917514083134436,-0.2773500981126145,-0.19090958396133909,-1.0994261521710633,-0.41554832735932656,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-0.04994687350747595,-1.7208279837506852,-1.716370986540561,-1.2515655844611844,2.9833518319228847,-1.8954284358519036,-0.508571073354389,-0.3353646338730602,-0.8505791253521618,-0.9075501609217962,3.905124837953327,4.147288270665544,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,2.7250552152068273,-0.678729811709616,-0.6069769786668839,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,4.333890711087691,-0.7741427596395154,-0.2773500981126145,-0.19090958396133909,0.9095654110330884,-0.41554832735932656,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-0.04994687350747595,-1.7208279837506852,-1.5259421158075799,-1.2515655844611844,-0.24498900478230598,-1.5010891865091436,-0.508571073354389,-0.3353646338730602,-0.8505791253521618,-0.9075501609217962,-0.25607375986579195,4.147288270665544,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,-0.3669650414492984,-0.678729811709616,-0.6069769786668839,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,4.333890711087691,-0.7741427596395154,-0.2773500981126145,-0.19090958396133909,0.9095654110330884,-0.41554832735932656,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-1.6740568576158958,-1.6883325808618468,-1.4307276804410896,-1.2515655844611844,1.5075388780005121,0.864946309547416,-0.508571073354389,2.981829027262644,-0.8505791253521618,-0.9075501609217962,-0.25607375986579195,-0.24112141108520604,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,-0.3669650414492984,-0.678729811709616,-0.6069769786668839,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,-0.23073955174772434,1.2917514083134436,-0.2773500981126145,-0.19090958396133909,-1.0994261521710633,2.4064589703793833,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
-1.6740568576158958,-1.6883325808618468,-1.4307276804410896,-1.0859206782175033,0.03172592407813898,0.07626781086189616,-0.508571073354389,-0.3353646338730602,-0.8505791253521618,1.101867470316244,-0.25607375986579195,4.147288270665544,-1.1677484162422842,-0.3784390048634126,-0.07432941462471664,-0.11559856812793746,-0.3669650414492984,-0.678729811709616,1.647508942095828,-0.7471406682025761,-0.0941763218696022,-0.105409255338946,4.333890711087691,-0.7741427596395154,-0.2773500981126145,-0.19090958396133909,-1.0994261521710633,-0.41554832735932656,-0.21160368475757949,-0.43893114546442885,-0.21442250696755896,-0.3018726524899911,-0.6461002111639058,-0.153694655873568,0.6839166144230383,2.862152894574151,-0.2909029959270487,-0.03316790634033297,-0.27272727272727276,-0.3353646338730602,-1.1443970770893999,-0.033167906340332974,-0.033167906340332974
